StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q34,Q6,Q12,Q13,Q14,Q16,Q39_1,Q39_2,Q39_3,Q39_4,Q33,Q37_1,Q37_2,Q37_3,Q37_4,Q37_5,Q37_6,Q37_7,Q37_8,Q37_9,Q37_10,Q37_11,Q37_12,Q37_13,Q37_14,Q37_15,Q37_16,Q37_17,Q37_18,Q37_18_TEXT,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_8,Q36_9,Q36_9_TEXT,Q25,Q35_1,Q35_2,Q35_3,Q35_4,Q35_5,Q35_6,Q35_7,Q35_8,Q35_9,Q35_10,Q35_11,Q35_12,Q35_13,Q35_13_TEXT,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_5_TEXT,Q27,Q28,Q28_5_TEXT,Q29,Q30,Q31,Q31_5_TEXT,Q44,Q25,Q26,Q38,Q33,Q35,Q34,Q34_5_TEXT,Q25 - Parent Topics,Q25 - Topics,Q_AmbiguousTextPresent,Q_AmbiguousTextQuestions,Q_StraightliningCount,Q_StraightliningPercentage,Q_StraightliningQuestions,Q_UnansweredPercentage,Q_UnansweredQuestions,Q25 - Topic Hierarchy Level 1
2023-04-25 04:59:53,2023-04-25 05:00:53,IP Address,17,59,False,2023-05-08 03:59:07,R_3gRedeYTLMo6wMs,anonymous,EN,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-04-25 04:18:37,2023-04-25 04:27:35,IP Address,91,537,False,2023-05-08 03:59:08,R_u9Bz0shSNHG2I5H,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Март 2022,"бреаза ",Definitely not,Secondary education,Fluent,Fluent,Basic,Basic,,Sometimes,Never,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,,Never,Sometimes,Most of the time,Never,Never,Sometimes,Never,Sometimes,Most of the time,Never,,Never,Most of the time,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,,,,,I did not trust it,Somehow trusted it,,I did not trust it,I did not trust it,,Somehow trusted it,,I did not trust it,,,,4,1,2,3,5,,Yes,Transparent,,,Yes,Accurate,,,Definitely not,,I found little information,,,,,,,0,,0,0,,0.16666666666666666,"QID34,QID38,QID41,QID56",
2023-04-25 03:59:26,2023-04-25 03:59:58,IP Address,6,32,False,2023-05-08 03:59:10,R_3r2kwAP261bMswR,anonymous,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-04-25 03:54:54,2023-04-25 03:55:21,Spam,9,27,False,2023-05-08 03:59:12,R_1kHbfjDw92ZSGRS,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-04-25 03:51:24,2023-04-25 03:52:25,Spam,26,60,False,2023-05-08 03:59:12,R_dopaW3ZXnX2Oa3L,anonymous,UK,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-04-25 03:15:44,2023-04-25 03:16:13,Spam,26,29,False,2023-05-08 03:59:12,R_12lmvgIhXI5ePyZ,anonymous,EN,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-04-25 03:39:44,2023-04-25 03:40:37,Spam,9,52,False,2023-05-08 03:59:13,R_xt3gvkuddlsYL7j,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-04-25 02:57:39,2023-04-25 02:57:50,IP Address,9,11,False,2023-05-08 03:59:19,R_1mqiUWM9rz7U4FB,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-04-25 02:09:51,2023-04-25 02:11:35,Spam,9,103,False,2023-05-08 03:59:20,R_brLrGkpTzOdR8C5,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-04-25 01:04:31,2023-04-25 01:04:49,IP Address,6,17,False,2023-05-08 03:59:20,R_RDAkQnHbsiCTVnz,anonymous,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-04-24 22:39:54,2023-04-24 23:12:18,IP Address,91,1944,False,2023-05-08 03:59:20,R_2cvgZun3m3YlPB7,anonymous,EN,Yes,Yes,Yes,Yes,Yes,2d of march 2022,"Constanta, Romania ",Probably not,Master or equivalent level,Fluent,Fluent,Intermediate,Basic,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Most of the time,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,,,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,,,"Friends ",Somehow trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Somehow trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Somehow trusted it,Somehow trusted it,Fully trusted it,,,4,3,1,2,5,,Yes,Reliable,,,Yes,Reliable,,,Might or might not,,I found a part fo the necessary information for my migration journey,,,,,,Unknown,0,,0,0,,0.16,"QID38,QID41,QID56,QID58",
2023-04-24 13:49:41,2023-04-24 13:50:30,Spam,9,48,False,2023-05-08 03:59:25,R_2951NkrZRVHAqld,anonymous,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-04-24 13:01:41,2023-04-24 13:02:13,Spam,9,31,False,2023-05-08 03:59:25,R_BVMNjXUAqkhiXJL,anonymous,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-04-24 12:29:50,2023-04-24 12:31:13,Spam,26,83,False,2023-05-08 03:59:26,R_3HLkUa9ZaQe3654,anonymous,UK,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-04-24 09:05:05,2023-04-24 09:07:53,IP Address,51,167,False,2023-05-08 03:59:27,R_1eRUHQbkwd9ByFi,anonymous,UK,Yes,Yes,Yes,Yes,Yes,травень 2022,zielonka ( warszawa),Probably yes,Master or equivalent level,Fluent,Fluent,Basic,Basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-04-24 12:29:30,2023-04-24 12:34:18,IP Address,83,288,False,2023-05-08 03:59:28,R_2WOxQjugbeTnmRU,anonymous,EN,Yes,Yes,Yes,Yes,Yes,"Zaporizhzhia ","Buharest ",Definitely yes,Master or equivalent level,Fluent,Fluent,Intermediate,Basic,,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Most of the time,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,,Sometimes,Sometimes,Never,Most of the time,Sometimes,Sometimes,Never,Never,Never,,,Somehow trusted it,I did not trust it,I did not trust it,Somehow trusted it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,,4,2,3,1,5,,Not Applicable: I did not have a look at the information provided by organizations,"Reliable,Transparent",,,,,,,,,,,,,,,,1,QID12,0,0,,0.18181818181818182,"QID34,QID41,QID56,QID58",
2023-05-08 04:17:49,2023-05-08 04:27:30,IP Address,100,580,True,2023-05-08 04:27:30,R_1ePjZBCgPDZbzzQ,anonymous,EN,Yes,Yes,Yes,Yes,Yes,04-2022,Leiden,Probably yes,Bachelor or equivalent level,Fluent,Fluent,Fluent,Basic,,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,Never,Most of the time,Never,Sometimes,Most of the time,Most of the time,Sometimes,Never,Never,Never,Most of the time,,,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Never,Never,Never,,,"https://www.refugeehelp.nl/, https://gemeente.leiden.nl/inwoners-en-ondernemers/verhuizen-en-migreren/immigratie-en-integratie/oekraine-ukraine-ukrajina/information-in-english/",Somehow trusted it,Somehow trusted it,Fully trusted it,Fully trusted it,Somehow trusted it,I did not trust it,Somehow trusted it,Somehow trusted it,Somehow trusted it,I did not trust it,Fully trusted it,Fully trusted it,,,4,3,1,2,5,,Not Applicable: I did not have a look at the information provided by organizations,"Reliable,Credible,Accurate,Transparent",,,No,Transparent,,,Definitely not,,I found a part fo the necessary information for my migration journey,,Not enough information and support to learn Dutch language. Harf to find information.,"Infographics,Videos,Text",,,Unknown,1,QID34,0,0,,0.11538461538461539,"QID38,QID41,QID56",
2023-05-08 04:53:46,2023-05-08 05:02:54,IP Address,100,547,True,2023-05-08 05:02:54,R_1QaYG00KlST6iGk,anonymous,UK,Yes,Yes,Yes,Yes,Yes,Липень 2022,констанца,Probably not,Master or equivalent level,Fluent,Fluent,Fluent,Basic,,Sometimes,Sometimes,Most of the time,Most of the time,Most of the time,Never,Most of the time,Sometimes,Never,Most of the time,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,,,Never,Never,Never,Sometimes,Most of the time,Most of the time,Sometimes,Never,,,,Fully trusted it,Somehow trusted it,I did not trust it,Somehow trusted it,Somehow trusted it,I did not trust it,I did not trust it,Somehow trusted it,Fully trusted it,Somehow trusted it,Somehow trusted it,Fully trusted it,,,4,3,2,1,5,,Yes,"Credible,Accurate",,,Sometimes,Credible,,,Definitely yes,Телеграм,I found a part fo the necessary information for my migration journey,,Перевод,Text,,,,0,,0,0,,0.11538461538461539,"QID34,QID41,QID56",
2023-05-08 05:52:09,2023-05-08 06:04:15,IP Address,100,725,True,2023-05-08 06:04:16,R_2TM1R6pptVP3jiO,anonymous,UK,Yes,Yes,Yes,Yes,No,October 2022,Brussels,Probably not,Bachelor or equivalent level,Fluent,Fluent,Fluent,Basic,,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Most of the time,Never,Never,Never,Never,Never,Most of the time,,,Never,Sometimes,Sometimes,Most of the time,Sometimes,Never,Never,Never,,,"Facebook, govermental websites such as ""welcome to brussels""",Somehow trusted it,,Somehow trusted it,,,,,,,,,Somehow trusted it,,,2,3,1,4,5,,Yes,Credible,,"The info provided by the social service was not particularly clear, I did not know that I will require a translator and how my file will be assessed. But getting temporary protection was much more smooth.",,,,"I am not in an extreme emergency to require the support of Red Cross, otherwise I might have considered it",Might or might not,Джерела де можливо перевірити особу людини що пише - facebook наприклад,I found a part fo the necessary information for my migration journey,,"Я не знала що потрібен перекладач для соціальної служби, мої персональні дані під загрозою з перекладачами-волонтерами яких я не знаю",Text,,,Unknown,0,,0,0,,0,,
2023-05-08 06:59:52,2023-05-08 07:14:50,IP Address,100,897,True,2023-05-08 07:14:50,R_2cnoO3NBEKdqqli,anonymous,UK,Yes,Yes,Yes,Yes,Yes,5.04.2022,"Constanta, Romania",Definitely not,Master or equivalent level,Fluent,Fluent,Intermediate,Basic,,Most of the time,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Never,Sometimes,,,Most of the time,Most of the time,Never,Sometimes,Sometimes,Sometimes,Never,Never,,,Telegram groups,,,,,,,,Fully trusted it,,,Fully trusted it,,,,4,3,2,1,5,,Not Applicable: I did not have a look at the information provided by organizations,"Credible,Other:",There was lack of info,"Інформацію потрібно завжди питати у українців, тому що місцеві оргацізації навіть на дверях не пишуть наприклад, механізм отримання тимчасового захисту",No,,,,Might or might not,Telegram groups,I found little information,,"Створити єдину групу наприклад в телеграм, де описуються всі необхідні дані, адреси, лікарі, сто, банки, необхідні документи для реєстрацій, школи, садки і т.д.",Text,,,Unknown,0,,0,0,,0.07407407407407407,"QID56,QID58",
2023-05-08 08:06:18,2023-05-08 08:25:45,IP Address,100,1166,True,2023-05-08 08:25:46,R_2BtDLOzDEWhoCa6,anonymous,UK,Yes,Yes,Yes,Yes,Yes,"March, 2022",Brasov,Probably not,Bachelor or equivalent level,Fluent,Fluent,Intermediate,Basic,,Most of the time,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Sometimes,Never,Most of the time,Most of the time,Sometimes,Never,Sometimes,Sometimes,Most of the time,Sometimes,,,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Most of the time,Most of the time,,Telegramm,"Telegramm, WhatsApp",Somehow trusted it,Fully trusted it,Fully trusted it,Fully trusted it,I did not trust it,I did not trust it,I did not trust it,Somehow trusted it,Fully trusted it,I did not trust it,Fully trusted it,Fully trusted it,,,4,5,3,1,2,WhatsApp,Yes,Accurate,,It was official information,Yes,Reliable,,,Might or might not,"Personal, people to people",I found all information necessary for my migration journey,,Language,Infographics,,,Unknown,0,,0,0,,0.07407407407407407,"QID56,QID58",
2023-05-08 09:25:09,2023-05-08 09:45:07,IP Address,100,1197,True,2023-05-08 09:45:07,R_2f7O3UeJtRZXFVp,anonymous,UK,Yes,Yes,Yes,Yes,No,02.2022,"Las Palmas de Gran Canaria ",Probably not,Master or equivalent level,Fluent,Fluent,Intermediate,Basic,,Most of the time,Never,Sometimes,Sometimes,Sometimes,Most of the time,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Most of the time,"Шукала групи підтримки українців на мясціх серед українців ",Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,,"Групи в телеграмі створені українцями на місцях і посилання на місцеві сайти з потрібною інформацією ","Групи в Телеграмі і посилання на місцеві ресурси звідти ",Somehow trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Somehow trusted it,Somehow trusted it,Fully trusted it,Fully trusted it,Fully trusted it,,,4,3,2,1,5,"WhatsApp ",No,"Reliable,Credible,Accurate,Transparent",,"Загалом я користувалася інформацією з якоїсь платформи для українців, яка пояснювала на що я можу розраховувати в Іспанії і як отримувати документи і інформація виявилася адекватною і правдивою ",,,,,Definitely yes,,I found a part fo the necessary information for my migration journey,,Працівники в поліції і місцевій адміністрації говорять виключно іспанською. Англійською не говорили.,"Videos,Text",,,Unknown,0,,0,0,,0.1111111111111111,"QID38,QID56,QID58",
2023-05-08 10:33:12,2023-05-08 10:44:23,IP Address,100,671,True,2023-05-08 10:44:24,R_3rVEdQKxJOoXd9W,anonymous,UK,Yes,Yes,Yes,Yes,Yes,Березень 2022,Ллорет де мар,Probably yes,Master or equivalent level,Fluent,Fluent,Intermediate,Basic,Польська базова,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,Never,Sometimes,Never,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Never,Sometimes,,,Most of the time,Most of the time,Never,Sometimes,Sometimes,Sometimes,Never,Never,,,"Instagram, Telegram ",Somehow trusted it,Somehow trusted it,Fully trusted it,Fully trusted it,I did not trust it,I did not trust it,I did not trust it,Somehow trusted it,Somehow trusted it,I did not trust it,Somehow trusted it,Somehow trusted it,,,4,2,3,1,5,,Sometimes,Transparent,,"Мені легко зрозуміти, що потрібно робити, де це знайти, як отримати запис та інше. ",,,,,Might or might not,"Telegram канали України ",I found a part fo the necessary information for my migration journey,,"Нема чіткого алгоритму для здійснення запису дитини до школи, отримання картки Catsalut. Людина повинна дістатись до організації, де пояснюють, що робити. И потім треба повертатись знов, вже з документами. Це час. Краще було, щоб при отриманні захисту, кожній особі давали алгоритм прдальших дій, з адресами де взяти запис. ",Text,,,Unknown,0,,0,0,,0.037037037037037035,QID56,
2023-05-08 12:09:38,2023-05-08 12:24:34,IP Address,100,895,True,2023-05-08 12:24:34,R_pT9ttKk7YFdG6Dn,anonymous,UK,Yes,Yes,Yes,Yes,Yes,Березень 2022,Софія,Probably not,Master or equivalent level,Fluent,Fluent,Intermediate,Basic,Корейська,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Most of the time,Never,Sometimes,Never,Never,Sometimes,Never,,,Most of the time,Sometimes,Never,Never,Sometimes,Never,Never,Never,,,"Знайомі, друзі, телеграм, інстаграм",Somehow trusted it,Fully trusted it,I did not trust it,Somehow trusted it,I did not trust it,I did not trust it,I did not trust it,Somehow trusted it,I did not trust it,I did not trust it,Fully trusted it,Somehow trusted it,,,4,3,1,2,5,,Not Applicable: I did not have a look at the information provided by organizations,Transparent,,,,,,Не було часу,Definitely yes,"Ютуб канали українських новин, телеграм канали українських діячів, фесбук стрічка та твітер стрічка",I found all information necessary for my migration journey,,Замало інформації стосовно перебування автотранспорту в країні більше ніж 90 днів. І т.д.,Text,,,Unknown,0,,0,0,,0.037037037037037035,QID41,
2023-05-08 13:20:47,2023-05-08 13:33:28,IP Address,100,760,True,2023-05-08 13:33:28,R_2Pd8hgAIF82DR35,anonymous,UK,Yes,Yes,No,Yes,Yes,03.22,Мамая сат,Probably not,Bachelor or equivalent level,Fluent,Fluent,Basic,,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Never,Never,Sometimes,Most of the time,Most of the time,Sometimes,,,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,,Телеграм канал,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,,4,3,2,1,5,,Sometimes,Accurate,,,Sometimes,Accurate,,"Тому що це серйозна організація і вона допомагає до сих пір моїм знайомим ",Might or might not,"Людям які вже пройшли та вирішили це питання ",I found a part fo the necessary information for my migration journey,,"Труднощі з мовою, особливо коли намагались обманювати ",Text,,,Unknown,0,,1,0.25,QID47,0.038461538461538464,QID41,
2023-05-09 02:40:35,2023-05-09 02:52:56,IP Address,100,741,True,2023-05-09 02:52:57,R_26liH203hNCm2FY,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18.03.2022,яси,Probably not,Secondary education,Fluent,Fluent,Fluent,,,Never,,Sometimes,Sometimes,,Never,Sometimes,Sometimes,Sometimes,,Most of the time,Sometimes,,Sometimes,Never,,Never,,,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,,чат українці в ясах,I did not trust it,,Somehow trusted it,Somehow trusted it,,I did not trust it,I did not trust it,I did not trust it,Somehow trusted it,I did not trust it,I did not trust it,,,,1,2,3,5,4,5,No,Credible,,,,,,,Might or might not,,I found a part fo the necessary information for my migration journey,,мова,Text,,,Unknown,1,QID34,0,0,,0.11538461538461539,"QID38,QID41,QID56",
2023-05-09 02:48:15,2023-05-09 02:56:21,IP Address,100,485,True,2023-05-09 02:56:22,R_R9Q7vO6v4OMpAit,anonymous,UK,Yes,Yes,Yes,Yes,Yes,7.04.22,iss,Probably yes,Bachelor or equivalent level,Fluent,Fluent,Basic,,,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,,Never,Most of the time,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,Телеграм канал,Телеграм канал «Українці в Яссах «,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,I did not trust it,I did not trust it,Fully trusted it,Fully trusted it,Somehow trusted it,Somehow trusted it,Fully trusted it,Somehow trusted it,,1,2,3,5,4,,Yes,Credible,,"Не має приводів для сумніву ",Yes,Credible,,,Definitely not,"Волонтерам ",I found all information necessary for my migration journey,,"Не знання мови ,наявність перекладача ",Text,,,Unknown,0,,0,0,,0.038461538461538464,QID56,
2023-05-09 02:46:50,2023-05-09 02:56:20,IP Address,100,570,True,2023-05-09 02:56:22,R_sFH8Qc44pvUZ5Lj,anonymous,UK,Yes,Yes,Yes,Yes,Yes,2022,Констанца,Probably yes,Bachelor or equivalent level,Fluent,Fluent,Fluent,Basic,,Most of the time,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Most of the time,Sometimes,Never,Never,Sometimes,Never,Sometimes,,,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,,Телеграмм,Somehow trusted it,Somehow trusted it,Fully trusted it,Fully trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Fully trusted it,Somehow trusted it,,4,2,3,1,5,Користуюсь тільки телеграм,Yes,Credible,,Мало нарікань зі сторони людей,Yes,,,,Definitely not,Урядові сайти,I found all information necessary for my migration journey,,Мова,"Infographics,Text",,,Unknown,0,,0,0,,0.038461538461538464,QID56,
2023-05-09 02:42:53,2023-05-09 02:57:39,IP Address,100,886,True,2023-05-09 02:57:40,R_cuTYRVqTuzwkZr3,anonymous,UK,Yes,Yes,Yes,Yes,Yes,25 лютого 2022,brasov,Definitely yes,Master or equivalent level,Fluent,Fluent,Intermediate,Basic,"польська мова ",Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Never,Most of the time,Never,Sometimes,Never,Never,Never,Never,Never,,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Never,,"Ні. Всю інформацію отримував від знайомих через особисті повідомлення, а не з каналів напряму",I did not trust it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,Fully trusted it,I did not trust it,I did not trust it,,5,3,4,1,2,,Not Applicable: I did not have a look at the information provided by organizations,Transparent,,"Дуже прості та прозорі умови щодо перебування у країні та оформлення усіх документів, а також подачі заявок на різні програми допомоги",,,,Я не вважаю червоний хрест тою організацією від якої я би хотів отримувати допомогу,Might or might not,Я не сиджу у групах та каналах,I found all information necessary for my migration journey,,Не було,Text,,,Unknown,0,,0,0,,0,,
2023-05-09 03:26:56,2023-05-09 03:36:26,IP Address,100,570,True,2023-05-09 03:36:27,R_3EZ0HvhsYY0HGeZ,anonymous,UK,Yes,Yes,Yes,Yes,Yes,17 березня 2022,"брашов ",Definitely yes,Master or equivalent level,Fluent,Fluent,Basic,,,Most of the time,Most of the time,Never,Most of the time,Sometimes,Sometimes,Most of the time,Sometimes,Never,Most of the time,Sometimes,Most of the time,Never,Sometimes,Most of the time,Sometimes,Most of the time,,,Most of the time,Most of the time,Never,Sometimes,Most of the time,Sometimes,Sometimes,Most of the time,,,"Спільнота у вайбер групі ",Somehow trusted it,Somehow trusted it,Fully trusted it,Fully trusted it,Somehow trusted it,Somehow trusted it,Fully trusted it,Somehow trusted it,Fully trusted it,Somehow trusted it,Fully trusted it,Somehow trusted it,,,4,2,1,3,5,,Yes,Reliable,,,Yes,Reliable,,,Might or might not,,I found all information necessary for my migration journey,,"Відсутність знання мови ","Infographics,Videos,Text",,,Unknown,0,,0,0,,0.11538461538461539,"QID38,QID41,QID56",
2023-05-09 03:30:09,2023-05-09 03:39:53,IP Address,100,584,True,2023-05-09 03:39:54,R_yL6WwZ5ZqF9vIOZ,anonymous,UK,Yes,Yes,Yes,Yes,Yes,январь 2023,"яссы ",Definitely yes,Master or equivalent level,Fluent,Fluent,Fluent,Basic,,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Never,Sometimes,Never,Most of the time,Most of the time,Never,Most of the time,Never,Most of the time,Most of the time,Sometimes,,,Most of the time,Sometimes,Never,Never,Most of the time,Sometimes,Most of the time,Most of the time,,,"olx ",Somehow trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Somehow trusted it,Fully trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Fully trusted it,,,3,4,2,1,5,,Not Applicable: I did not have a look at the information provided by organizations,Reliable,,"получили помощь ",Yes,"Reliable,Credible,Accurate,Transparent",,"получаем помощь ",Definitely yes,,I found little information,,"не много знали о программе 50/20, сняли жильё за свои деньги ","Videos,Text",,,Unknown,0,,0,0,,0.038461538461538464,QID38,
2023-05-09 03:37:07,2023-05-09 03:49:41,IP Address,100,753,True,2023-05-09 03:49:41,R_271jXl8BldMlkYF,anonymous,EN,Yes,Yes,Yes,Yes,No,09.2021,Trier,Probably not,Master or equivalent level,Fluent,Fluent,Fluent,Fluent,,Most of the time,Sometimes,Most of the time,Never,Most of the time,Most of the time,Never,Most of the time,Never,Never,Most of the time,Never,Sometimes,Sometimes,Sometimes,Never,Most of the time,Never,,Sometimes,Never,Sometimes,Most of the time,Sometimes,Sometimes,Never,Never,Never,,websites of local authorities and government to follow Corona rules and rules for incoming foreigners,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,I did not trust it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,,,4,1,3,2,5,,Sometimes,Accurate,,,No,,,the information provided by the Red Cross is questionable,Might or might not,,I found a part fo the necessary information for my migration journey,,"Bureaucracy, step-by-step procedure, no personal contact to authorities","Videos,Text",,,Unknown,0,,1,0.25,QID51,0.07692307692307693,"QID38,QID41",
2023-05-09 04:25:06,2023-05-09 04:33:05,IP Address,100,478,True,2023-05-09 04:33:06,R_0oD8IHGAcoPBdGp,anonymous,EN,Yes,Yes,Yes,No,Yes,A,A,Definitely not,Secondary education,Basic,Basic,Basic,Basic,,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,Never,Never,Never,Never,Never,Never,Never,,,,I did not trust it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,,,3,1,4,2,5,,Sometimes,Reliable,,,Yes,Credible,,,Definitely not,,I found little information,,A,Infographics,,,,0,,1,0.25,QID51,0.15384615384615385,"QID34,QID38,QID41,QID56",
